BIOREGION,EVC,X_EVCNAME,EVC_BCS,area1750_ha,area2005_ha,proportion_remaining
Wilsons Promontory,2,Coast Banksia Woodland,R,288.84,288.46,0.9986843927433874
Greater Grampians,442,Shrubby Woodland/Plains Grassy Woodland Complex,E,38.269999999999996,38.22,0.9986934935981187
Highlands - Southern Fall,210,Sub-alpine Wet Heathland,E,7.73,7.720000000000001,0.9987063389391979
Victorian Alps,20,Heathy Dry Forest,LC,4651.02,4645.31,0.9987723123099879
Victorian Alps,192,Montane Rocky Shrubland,LC,2776.97,2773.64,0.9988008512875545
Victorian Alps,35,Tableland Damp Forest,LC,10425.55,10413.1,0.9988058183980703
Dundas Tablelands,738,Damp Sands Herb-rich Woodland/Plains Grassy Woodland/Plains Sedgy Wetland Mosaic,E,17.15,17.13,0.9988338192419826
Wimmera,830,Red Gum Swamp/Cane Grass Wetland Mosaic,V,137.34,137.18,0.99883500800932
Victorian Alps,30,Wet Forest,LC,9111.43,9101.55,0.9989156477084277
Greater Grampians,386,Lowland Forest/Riparian Scrub Complex,LC,9.71,9.7,0.9989701338825951
Gippsland Plain,7,Clay Heathland,D,646.18,645.52,0.9989786127704355
Victorian Alps,1105,Alpine Rocky Outcrop Heathland/Alpine Dwarf Heathland Mosaic,R,577.22,576.64,0.9989951838120646
Greater Grampians,625,Damp Heathland/Wet Heathland Mosaic,LC,9.97,9.96,0.9989969909729188
Dundas Tablelands,193,Rocky Outcrop Herbland,LC,20.3,20.28,0.9990147783251232
Highlands - Southern Fall,316,Shrubby Damp Forest,LC,55298.73,55244.68,0.9990225815312576
East Gippsland Uplands,38,Montane Damp Forest,LC,871.05,870.21,0.9990356466333736
Central Victorian Uplands,195,Seasonally Inundated Shrubby Woodland,D,10.530000000000001,10.52,0.9990503323836656
Greater Grampians,489,Heathy Woodland/Shrubby Woodland Complex,LC,10.77,10.76,0.9990714948932219
Wimmera,19,Riparian Shrubland,D,11.6,11.59,0.9991379310344828
Wilsons Promontory,11,Coastal Lagoon Wetland,R,59.2,59.15,0.9991554054054054
Victorian Alps,175,Grassy Woodland,D,142.99,142.87,0.999160780474159
East Gippsland Uplands,27,Blackthorn Scrub,R,8744.69,8737.37,0.9991629205838057
Murray Mallee,942,Lignum Swampy Woodland/Lake Bed Herbland Mosaic,D,12.63,12.620000000000001,0.9992082343626287
Greater Grampians,193,Rocky Outcrop Herbland,LC,10004.89,9996.98,0.9992093866099477
Victorian Alps,210,Sub-alpine Wet Heathland,E,1206.77,1205.82,0.9992127745966505
Highlands - Far East,30,Wet Forest,LC,52986.7,52945.46,0.9992216914810698
Murray Mallee,717,Saline Lake Aggregate,LC,16872.37,16859.45,0.9992342510269749
Dundas Tablelands,457,Alluvial Terraces Herb-rich Woodland/Sedge Wetland Complex,E,14.09,14.08,0.9992902767920511
Dundas Tablelands,793,Damp Heathy Woodland,V,14.15,14.139999999999999,0.9992932862190812
Greater Grampians,414,Damp Sands Herb-rich Woodland/Shrubby Woodland Complex,LC,355.98,355.74,0.9993258048204955
Greater Grampians,372,Damp Forest/Lowland Forest Complex,LC,30.580000000000002,30.560000000000002,0.999345977763244
Victorian Alps,23,Herb-rich Foothill Forest,LC,10902.11,10895.03,0.99935058442815194
Greater Grampians,457,Alluvial Terraces Herb-rich Woodland/Sedge Wetland Complex,LC,15.52,15.51,0.9993556701030928
East Gippsland Uplands,30,Wet Forest,LC,31954.56,31934.41,0.9993694170722426
Highlands - Southern Fall,73,Rocky Outcrop Shrubland/Rocky Outcrop Herbland Mosaic,LC,8300.55,8295.43,0.9993831734041722
Victorian Riverina,1081,Spike-sedge Wetland/Tall Marsh Mosaic,V,49.73,49.7,0.9993967424090088
Victorian Alps,83,Swampy Riparian Woodland,V,16.86,16.85,0.9994068801897985
Greater Grampians,596,Riparian Scrub/Sedgy Riparian Woodland Mosaic,LC,34.24,34.22,0.9994158878504672
Greater Grampians,165,Damp Heath Scrub,LC,1336.16,1335.39,0.9994237217099748
Greater Grampians,451,Shrubby Woodland/Seasonally Inundated Shrubby Woodland Mosaic,LC,17.99,17.98,0.9994441356309062
Greater Grampians,589,Wet Forest/Damp Forest Complex,LC,18.22,18.21,0.999451152579583
Wimmera,655,Lignum-Cane Grass Swamp,E,128.18,128.11,0.9994538929630208
Murray Mallee,200,Shallow Freshwater Marsh,V,18.43,18.419999999999998,0.9994574064026044
Dundas Tablelands,485,Heathy Woodland/Plains Grassy Woodland Complex,E,408.81,408.59,0.9994618526944057
Gippsland Plain,903,Mangrove Shrubland/Estuarine Flats Grassland Mosaic,E,75.76,75.72,0.9994720168954593
East Gippsland Uplands,32,Warm Temperate Rainforest,R,5130.22,5127.64,0.9994970975903568
Wimmera,941,Cane Grass Wetland/Salt Paperbark Woodland Mosaic,E,40.84,40.82,0.9995102840352594
East Gippsland Lowlands,28,Rocky Outcrop Shrubland,LC,255.09,254.97,0.999529577796072
Greater Grampians,519,Shallow Freshwater Marsh/Floodplain Thicket Mosaic,V,42.85,42.83,0.9995332555425903
Greater Grampians,391,Heathy Dry Forest/Damp Sands Herb-rich Woodland Complex,LC,21.87,21.86,0.9995427526291724
Greater Grampians,585,Floodplain Thicket/Wet Heathland Complex,LC,43.81,43.790000000000006,0.9995434832230086
Highlands - Northern Fall,207,Montane Grassy Shrubland,E,88.51,88.47,0.9995480736639927
Greater Grampians,505,Damp Heathland/Riparian Scrub Complex,LC,22.41,22.4,0.9995537706381079
Northern Inland Slopes,992,Water Body - Fresh,na,22.48,22.47,0.9995551601423487
Greater Grampians,485,Heathy Woodland/Plains Grassy Woodland Complex,V,113.08999999999999,113.04,0.9995578742594395
Greater Grampians,418,Damp Sands Herb-rich Woodland/Heathy Woodland Complex,LC,163.20000000000002,163.13,0.9995710784313724
Greater Grampians,448,Shrubby Woodland/Sand Heathland Complex,LC,23.67,23.66,0.9995775242923531
Victorian Alps,27,Blackthorn Scrub,R,23.7,23.689999999999998,0.9995780590717299
Wimmera,710,Damp Heathland,LC,119.27,119.22,0.9995807830971745
Victorian Alps,41,Montane Riparian Thicket,LC,6170.89,6168.35,0.9995883900053315
Greater Grampians,393,Heathy Dry Forest/Heathy Woodland Complex,LC,469.14,468.95,0.9995950036236518
Wimmera,780,Plains Sedgy Woodland/Shallow Sands Woodland/Heathy Woodland Mosaic,D,370.89,370.74,0.9995955674189113
Dundas Tablelands,553,Floodplain Thicket/Seasonally Inundated Shrubby Woodland Mosaic,V,24.88,24.87,0.9995980707395499
Highlands - Far East,18,Riparian Forest,LC,149.68,149.62,0.9995991448423303
Greater Grampians,758,Rocky Outcrop Shrubland/Rocky Outcrop Herbland/Hills Herb-rich Woodland Mosaic,LC,24.95,24.94,0.9995991983967937
East Gippsland Uplands,28,Rocky Outcrop Shrubland,LC,1401.08,1400.52,0.9996003083335713
Greater Grampians,385,Lowland Forest/Riparian Forest Complex,LC,25.35,25.34,0.9996055226824457
Greater Grampians,590,Lowland Forest/Shrubby Woodland Complex,LC,25.63,25.62,0.999609832227858
Highlands - Far East,38,Montane Damp Forest,LC,129.41,129.35999999999999,0.9996136310949694
Victorian Alps,29,Damp Forest,LC,7942.94,7939.88,0.9996147522202107
Greater Grampians,789,Hills Herb-rich Woodland/Grassy Dry Forest Complex,LC,52.83,52.81,0.999621427219383
Greater Grampians,379,Herb-rich Foothill Forest/Damp Sands Herb-rich Woodland Complex,D,53.2,53.18,0.9996240601503759
Greater Grampians,529,Seasonally Inundated Shrubby Woodland/Heathland Thicket Mosaic,LC,26.66,26.65,0.9996249062265565
Greater Grampians,430,Floodplain Thicket/Riparian Scrub Complex,LC,53.89,53.87,0.9996288736314715
Greater Grampians,184,Montane Wet Heathland,LC,54.51,54.49,0.9996330948449826
Greater Grampians,350,Rocky Outcrop Shrubland/Rocky Outcrop Herbland/Grassy Dry Forest Mosaic,D,55.11,55.089999999999996,0.9996370894574487
Monaro Tablelands,18,Riparian Forest,LC,27.56,27.55,0.9996371552975327
East Gippsland Uplands,31,Cool Temperate Rainforest,R,277.06,276.96,0.9996390673500324
Greater Grampians,547,Shrubby Woodland/Damp Sands Herb-rich Woodland Complex,LC,111.1,111.06,0.9996399639963998
Greater Grampians,509,Riparian Scrub/Heathland Thicket Mosaic,LC,55.74,55.72,0.9996411912450663
Murray Fans,945,Floodway Pond Herbland/Riverine Swamp Forest Complex,D,2533.27,2532.37,0.9996447279603042
Murray Scroll Belt,808,Lignum Shrubland,LC,10925.31,10921.43,0.9996448613357425
Lowan Mallee,710,Damp Heathland,LC,1410.27,1409.77,0.9996454579619506
Greater Grampians,500,Sand Heathland/Damp Heathland Complex,LC,113.75,113.71000000000001,0.9996483516483518
Highlands - Southern Fall,32,Warm Temperate Rainforest,R,512.53,512.35,0.9996488010457926
Highlands - Far East,40,Montane Riparian Woodland,V,28.55,28.540000000000003,0.9996497373029773
Wimmera,717,Saline Lake Aggregate,LC,1029.8899999999999,1029.53,0.9996504481061085
Highlands - Far East,35,Tableland Damp Forest,LC,693.62,693.38,0.9996539892159972
Greater Grampians,607,Riparian Scrub/Heathland Thicket Complex,LC,29.01,29,0.9996552912788693
East Gippsland Lowlands,20,Heathy Dry Forest,LC,436.14,435.99,0.9996560737377906
Greater Grampians,357,Rocky Outcrop Shrubland/Heathy Dry Forest Complex,LC,145.7,145.65,0.9996568291008924
Greater Grampians,634,Heathy Dry Forest/Riparian Scrub Mosaic,LC,29.2,29.19,0.9996575342465754
Victorian Alps,319,Montane Herb-rich Woodland,LC,4676.66,4675.06,0.9996578754923386
Glenelg Plain,764,Lateritic Woodland/Heathy Woodland Mosaic,V,29.47,29.46,0.9996606718696981
Greater Grampians,388,Lowland Forest/Grassy Dry Forest Complex,D,59.53,59.51,0.9996640349403662
Greater Grampians,444,Shrubby Woodland/Hills Herb-rich Woodland Complex,LC,59.76,59.74,0.9996653279785811
Wimmera,683,Semi-Permanent Saline,na,1136.11,1135.73,0.9996655253452572
Highlands - Far East,21,Shrubby Dry Forest,LC,1211.01,1210.61,0.9996696971949034
Greater Grampians,477,Heathy Woodland/Sand Heathland Complex,LC,30.450000000000003,30.439999999999998,0.9996715927750409
East Gippsland Uplands,73,Rocky Outcrop Shrubland/Rocky Outcrop Herbland Mosaic,LC,213.64,213.57,0.9996723460026212
East Gippsland Uplands,43,Sub-alpine Woodland,LC,375.61,375.49,0.9996805196879742
East Gippsland Uplands,14,Banksia Woodland,LC,473.28,473.13,0.9996830628803246
Highlands - Far East,39,Montane Wet Forest,LC,1202.53,1202.15,0.9996839995675785
Wimmera,754,Damp Heathland/Seasonally Inundated Shrubby Woodland Mosaic,LC,63.34,63.32,0.9996842437638143
Greater Grampians,421,Damp Sands Herb-rich Woodland/Sedgy Riparian Woodland Complex,LC,158.92,158.87,0.9996853762899574
East Gippsland Uplands,44,Sub-alpine Treeless Vegetation,R,31.9,31.89,0.9996865203761756
Wimmera,991,Water body - salt,na,1425.72,1425.28,0.9996913840024689
Victorian Alps,316,Shrubby Damp Forest,LC,584.41,584.23,0.9996919970568608
Greater Grampians,436,Shrubby Woodland/Damp Sands Herb-rich Woodland Mosaic,LC,32.69,32.68,0.9996940960538392
Greater Grampians,991,Water body - salt,na,33.14,33.129999999999995,0.9996982498491248
East Gippsland Uplands,35,Tableland Damp Forest,LC,133.94,133.9,0.999701358817381
Highlands - Far East,32,Warm Temperate Rainforest,R,440.93,440.8,0.9997051686208696
Greater Grampians,502,Sand Heathland/Seasonally Inundated Shrubby Woodland Mosaic,LC,33.92,33.91,0.9997051886792452
Victorian Alps,18,Riparian Forest,LC,850.9599999999999,850.71,0.9997062141581274
Victorian Alps,21,Shrubby Dry Forest,LC,5942.7,5940.97,0.9997088865330575
East Gippsland Uplands,39,Montane Wet Forest,LC,4991.06,4989.61,0.9997094805512254
Greater Grampians,992,Water Body - Fresh,na,350.9,350.8,0.9997150185237961
Greater Grampians,438,Shrubby Woodland/Alluvial Terraces Herb-rich Woodland Mosaic,LC,175.73,175.68,0.9997154726000115
Greater Grampians,753,Rocky Outcrop Shrubland/Rocky Outcrop Herbland/Sandstone Ridge Shrubland Mosaic,LC,176.25,176.2,0.9997163120567375
Highlands - Southern Fall,39,Montane Wet Forest,LC,1591.7,1591.25,0.9997172834076773
Greater Grampians,382,Lowland Forest/Heathy Dry Forest Complex,LC,743.38,743.17,0.9997175065242541
East Gippsland Uplands,24,Foothill Box Ironbark Forest,V,602.94,602.77,0.9997180482303379
Wimmera,881,Damp Sands Herb-rich Woodland/Heathy Woodland Mosaic,V,71.47,71.45,0.9997201623058627
Wimmera,684,Permanent Saline,na,143.34,143.3,0.9997209432119437
Greater Grampians,278,Herb-rich Heathy Forest,LC,430.89000000000004,430.77,0.9997215066490286
Highlands - Southern Fall,206,Sub-alpine Grassland,R,107.84,107.80999999999999,0.9997218100890206
Greater Grampians,390,Heathy Dry Forest/Valley Grassy Forest Complex,V,434.16,434.04,0.9997236042012161
Greater Grampians,452,Alluvial Terraces Herb-rich Woodland/Hills Herb-rich Woodland Complex,LC,36.41,36.4,0.9997253501785225
Victorian Alps,992,Water Body - Fresh,na,292.48,292.4,0.9997264770240699
Greater Grampians,45,Shrubby Foothill Forest,LC,4170.48,4169.34,0.9997266501697648
Monaro Tablelands,31,Cool Temperate Rainforest,R,36.69,36.68,0.9997274461706187
Wimmera,831,Red Gum Swamp/Spike-sedge Wetland Mosaic,V,146.9,146.86,0.9997277059223962
Greater Grampians,192,Montane Rocky Shrubland,LC,1873.17,1872.66,0.9997277342686463
Highlands - Far East,41,Montane Riparian Thicket,LC,36.78,36.77,0.9997281131049484
East Gippsland Uplands,17,Riparian Scrub/Swampy Riparian Woodland Complex,LC,331.21,331.12,0.9997282690740015
Highlands - Northern Fall,48,Heathy Woodland,D,36.89,36.88,0.9997289238275956
Greater Grampians,481,Heathy Woodland/Heathy Dry Forest Complex,LC,1294.59,1294.24,0.9997296441344364
Greater Grampians,410,Valley Grassy Forest/Sedgy Riparian Woodland Complex,E,37.22,37.21,0.9997313272434176
Highlands - Northern Fall,39,Montane Wet Forest,LC,2271.03,2270.42,0.9997313994090786
Greater Grampians,401,Hills Herb-rich Woodland/Heathy Woodland Complex,LC,749.04,748.84,0.9997329915625335
Highlands - Far East,16,Lowland Forest,LC,150.13,150.09,0.9997335642443217
Highlands - Northern Fall,320,Grassy Dry Forest/Heathy Dry Forest Complex,LC,375.84,375.74,0.9997339293316305
Victorian Alps,45,Shrubby Foothill Forest,LC,641.46,641.29,0.999734979577838
Greater Grampians,29,Damp Forest,LC,302.28,302.2,0.9997353447135107
Glenelg Plain,757,Damp Sands Herb-rich Woodland/Seasonally Inundated Shrubby Woodland Mosaic,V,113.7,113.67,0.9997361477572559
Highlands - Southern Fall,319,Montane Herb-rich Woodland,LC,189.93,189.88,0.9997367451166218
Wimmera,682,Permanent Open Freshwater,na,193.69,193.64,0.9997418555423615
Greater Grampians,399,Hills Herb-rich Woodland/Valley Grassy Forest Complex,V,78.71,78.69,0.9997459026807267
Wimmera,940,Samphire Shrubland/Saline Lake Mosaic,LC,354.22,354.13,0.9997459206143074
Greater Grampians,349,Rocky Outcrop Shrubland/Rocky Outcrop Herbland/Hills Herb-rich Woodland Complex,LC,79.54,79.52,0.9997485541865727
East Gippsland Uplands,127,Valley Heathy Forest,V,838.59,838.38,0.999749579651558
Greater Grampians,765,Heathy Dry Forest/Plains Grassy Woodland Mosaic,V,40.24,40.23,0.9997514910536778
Greater Grampians,464,Heathy Woodland/Valley Grassy Forest Complex,V,40.75,40.74,0.9997546012269939
Highlands - Far East,31,Cool Temperate Rainforest,R,2167.83,2167.3,0.9997555158845483
Greater Grampians,487,Heathy Woodland/Grassy Dry Forest Complex,D,82.91,82.89,0.9997587745748402
Dundas Tablelands,726,Rocky Outcrop Shrubland/Rocky Outcrop Herbland/Heathy Woodland Mosaic,LC,41.47,41.46,0.9997588618278274
Victorian Alps,201,Shrubby Wet Forest,LC,433.73,433.63,0.9997694418186429
Dundas Tablelands,20,Heathy Dry Forest,LC,43.42,43.410000000000004,0.9997696913864579
Victorian Alps,22,Grassy Dry Forest,LC,263.77,263.71,0.9997725290973196
Highlands - Northern Fall,31,Cool Temperate Rainforest,E,2743.44,2742.82,0.9997740063569825
Wimmera,992,Water Body - Fresh,na,3567.11,3566.32,0.9997785322011377
Greater Grampians,376,Shrubby Foothill Forest/Lowland Forest Complex,LC,416.39,416.3,0.9997838564807032
Victorian Alps,82,Riverine Escarpment Scrub,V,46.51,46.5,0.9997849924747366
Greater Grampians,587,Valley Grassy Forest/Grassy Dry Forest Complex,V,140.1,140.07,0.9997858672376874
Highlands - Southern Fall,35,Tableland Damp Forest,LC,468.13,468.03,0.9997863841240681
Gippsland Plain,991,Water body - salt,na,47.620000000000005,47.61,0.9997900041999159
East Gippsland Lowlands,13,Brackish Sedgeland,V,194.54000000000002,194.5,0.9997943867585072
Victorian Alps,1000,Alpine Crag Complex,na,536.63,536.52,0.9997950170508544
Highlands - Southern Fall,201,Shrubby Wet Forest,LC,1712.37,1712.02,0.9997956049218335
Glenelg Plain,704,Lateritic Woodland,V,98.67,98.65,0.9997973041451302
Victorian Alps,31,Cool Temperate Rainforest,E,4086.61,4085.8,0.9998017917051052
Highlands - Southern Fall,320,Grassy Dry Forest/Heathy Dry Forest Complex,LC,153.84,153.81,0.999804992199688
Greater Grampians,18,Riparian Forest,D,156.5,156.47,0.9998083067092651
Dundas Tablelands,992,Water Body - Fresh,na,104.34,104.32,0.9998083189572551
Highlands - Northern Fall,201,Shrubby Wet Forest,LC,104.57,104.55000000000001,0.9998087405565651
Northern Inland Slopes,38,Montane Damp Forest,LC,52.489999999999995,52.480000000000004,0.9998094875214328
Greater Grampians,377,Shrubby Foothill Forest/Heathy Dry Forest Complex,LC,107.57,107.55,0.999814074556103
Wimmera,756,Heathy Woodland/Seasonally Inundated Shrubby Woodland Mosaic,LC,54.58,54.57,0.9998167827042873
Greater Grampians,30,Wet Forest,LC,166.93,166.9,0.9998202839513568
Northern Inland Slopes,36,Montane Dry Woodland,LC,280.3,280.25,0.9998216196931858
Greater Grampians,504,Wet Heathland/Riparian Scrub Complex,V,57.92,57.910000000000004,0.9998273480662984
East Gippsland Lowlands,992,Water Body - Fresh,na,698,697.88,0.9998280802292263
East Gippsland Lowlands,1107,Water Body - estuary,na,6065.64,6064.62,0.9998318396739667
Victorian Alps,28,Rocky Outcrop Shrubland,R,60.93,60.92,0.9998358772361727
East Gippsland Lowlands,994,Dunes,na,1953.3600000000001,1953.04,0.9998361797108571
Murray Fans,1022,Drainage-line Aggregate/Riverine Swamp Forest Mosaic,V,62.42,62.41,0.99983979493752
East Gippsland Lowlands,177,Valley Slopes Dry Forest,R,62.95,62.94,0.9998411437648926
East Gippsland Lowlands,30,Wet Forest,LC,189.67,189.64000000000001,0.9998418305477936
Victorian Alps,36,Montane Dry Woodland,LC,265025.41,264983.67,0.9998425056676641
Greater Grampians,384,Lowland Forest/Heathy Woodland Complex,LC,65.6,65.59,0.9998475609756099
Highlands - Far East,33,Cool Temperate Rainforest/Warm Temperate Rainforest Overlap,R,202.98,202.95,0.9998522021874077
Greater Grampians,371,Damp Forest/Herb-rich Foothill Forest Complex,LC,148.07,148.04999999999998,0.9998649287499155
Victorian Riverina,992,Water Body - Fresh,na,2036.91,2036.65,0.9998723556759994
Dundas Tablelands,991,Water body - salt,na,1369.19,1369.04,0.9998904461762063
East Gippsland Lowlands,191,Riparian Scrub,LC,189.98,189.95999999999998,0.9998947257606063
East Gippsland Lowlands,12,Wet Swale Herbland,V,789.76,789.68,0.9998987034035656
Murray Fans,1051,Floodplain Grassy Wetland/Riverine Swamp Forest Mosaic,E,103.95,103.94,0.9999037999037999
Central Victorian Uplands,282,Shrubby Woodland,R,220.79,220.77,0.9999094161873274
Victorian Alps,72,Granitic Hills Woodland,LC,177.84,177.83,0.9999437696806118
Victorian Volcanic Plain,992,Water Body - Fresh,na,10217.44,10217.09,0.9999657448441096
Robinvale Plains,811,Grassy Riverine Forest/Floodway Pond Herbland Complex,D,692.23,692.22,0.9999855539343859
Victorian Volcanic Plain,991,Water body - salt,na,49108.07,49107.94,0.9999973527772523
Murray Fans,1052,Floodplain Grassy Wetland/Riverine Swampy Woodland Mosaic,E,1.6400000000000001,1.64,0.9999999999999999
Bridgewater,10,Estuarine Wetland,E,5.03,5.03,1
Bridgewater,684,Permanent Saline,na,123.74000000000001,123.74000000000001,1
Central Victorian Uplands,6,Sand Heathland,LC,25.830000000000002,25.830000000000002,1
Central Victorian Uplands,136,Sedge Wetland,V,8.85,8.85,1
Central Victorian Uplands,168,Drainage-line Aggregate,E,0.02,0.02,1
Central Victorian Uplands,177,Valley Slopes Dry Forest,LC,14.42,14.42,1
Central Victorian Uplands,859,Montane Grassy Woodland/Rocky Outcrop Shrubland/Rocky Outcrop Herbland Mosaic,V,9.18,9.18,1
Dundas Tablelands,13,Brackish Sedgeland,E,3.86,3.86,1
Dundas Tablelands,152,Alluvial Terraces Herb-rich Woodland/Plains Grassy Woodland Complex,E,15.209999999999999,15.209999999999999,1
Dundas Tablelands,279,Heathland Thicket,LC,7.21,7.21,1
Dundas Tablelands,300,Reed Swamp,V,1.08,1.08,1
Dundas Tablelands,400,Hills Herb-rich Woodland/Shrubby Woodland Complex,LC,0.05,0.05,1
Dundas Tablelands,434,Floodplain Thicket/Damp Heathland Complex,V,10.86,10.86,1
Dundas Tablelands,442,Shrubby Woodland/Plains Grassy Woodland Complex,E,2.23,2.23,1
Dundas Tablelands,477,Heathy Woodland/Sand Heathland Complex,LC,7.28,7.28,1
Dundas Tablelands,489,Heathy Woodland/Shrubby Woodland Complex,LC,17.18,17.18,1
Dundas Tablelands,498,Plains Grassy Woodland/Sand Heathland Complex,E,7.26,7.26,1
Dundas Tablelands,500,Sand Heathland/Damp Heathland Complex,LC,1.65,1.65,1
Dundas Tablelands,547,Shrubby Woodland/Damp Sands Herb-rich Woodland Complex,LC,4.15,4.15,1
Dundas Tablelands,673,Dune Soak Woodland,E,4.06,4.06,1
Dundas Tablelands,730,Plains Grassy Woodland/Shrubby Woodland Mosaic,E,4.92,4.92,1
Dundas Tablelands,758,Rocky Outcrop Shrubland/Rocky Outcrop Herbland/Hills Herb-rich Woodland Mosaic,LC,14.15,14.15,1
East Gippsland Lowlands,48,Heathy Woodland,D,83,83,1
East Gippsland Uplands,8,Wet Heathland,LC,23.89,23.89,1
East Gippsland Uplands,15,Limestone Box Forest,V,46.95,46.95,1
East Gippsland Uplands,33,Cool Temperate Rainforest/Warm Temperate Rainforest Overlap,R,31.44,31.44,1
East Gippsland Uplands,34,Dry Rainforest,E,15.89,15.89,1
East Gippsland Uplands,41,Montane Riparian Thicket,LC,11.709999999999999,11.709999999999999,1
East Gippsland Uplands,42,Sub-alpine Shrubland,R,0.71,0.71,1
East Gippsland Uplands,135,Gallery Rainforest,E,7.16,7.16,1
East Gippsland Uplands,201,Shrubby Wet Forest,LC,1.34,1.34,1
East Gippsland Uplands,206,Sub-alpine Grassland,R,8.41,8.41,1
East Gippsland Uplands,342,Rocky Outcrop Shrubland/Rocky Outcrop Herbland/Shrubby Foothill Forest Complex,R,3.34,3.34,1
East Gippsland Uplands,1107,Water Body - estuary,na,0.15,0.15,1
Gippsland Plain,14,Banksia Woodland,LC,18.11,18.11,1
Gippsland Plain,73,Rocky Outcrop Shrubland/Rocky Outcrop Herbland Mosaic,R,2.98,2.98,1
Glenelg Plain,30,Wet Forest,LC,9.68,9.68,1
Glenelg Plain,133,Limestone Pomaderris Shrubland,V,4.45,4.45,1
Glenelg Plain,155,Bird Colony Succulent Herbland,V,0.59,0.59,1
Glenelg Plain,164,Creekline Herb-rich Woodland,E,1.92,1.92,1
Glenelg Plain,636,Brackish Lake Aggregate,D,7.83,7.83,1
Glenelg Plain,640,Creekline Sedgy Woodland,E,6.51,6.51,1
Glenelg Plain,664,Limestone Ridge Woodland,V,28.75,28.75,1
Glenelg Plain,670,Limestone Woodland,V,72.69,72.69,1
Glenelg Plain,682,Permanent Open Freshwater,na,28.06,28.06,1
Glenelg Plain,684,Permanent Saline,na,35.55,35.55,1
Glenelg Plain,752,Grassy Woodland/Hills Herb-rich Woodland/Damp Sands Herb-rich Woodland Mosaic,E,2.98,2.98,1
Goldfields,178,Herb-rich Foothill Forest/Shrubby Foothill Forest Complex,D,7.84,7.84,1
Goldfields,266,Sedge-rich Woodland/Spring Soak Woodland Mosaic,E,0.44,0.44,1
Goldfields,269,Riparian Shrubland/Swampy Riparian Woodland Mosaic,D,1.35,1.35,1
Goldfields,982,No EVC assigned - need editing,na,0.98,0.98,1
Goldfields,992,Water Body - Fresh,na,0.12,0.12,1
Greater Grampians,19,Riparian Shrubland,LC,61.43,61.43,1
Greater Grampians,37,Montane Grassy Woodland,LC,3.03,3.03,1
Greater Grampians,152,Alluvial Terraces Herb-rich Woodland/Plains Grassy Woodland Complex,E,4.68,4.68,1
Greater Grampians,203,Stony Rises Woodland,V,0.51,0.51,1
Greater Grampians,284,Claypan Ephemeral Wetland,V,3.02,3.02,1
Greater Grampians,292,Red Gum Swamp,V,1.69,1.69,1
Greater Grampians,336,Montane Rocky Shrubland/Shrubby Foothill Forest Complex,LC,19.9,19.9,1
Greater Grampians,342,Rocky Outcrop Shrubland/Rocky Outcrop Herbland/Shrubby Foothill Forest Complex,LC,0.78,0.78,1
Greater Grampians,355,Rocky Outcrop Shrubland/Lowland Forest Complex,LC,2.9,2.9,1
Greater Grampians,358,Rocky Outcrop Shrubland/Heathy Woodland Complex,LC,5.859999999999999,5.859999999999999,1
Greater Grampians,361,Rocky Outcrop Shrubland/Grassy Dry Forest Complex,LC,16.22,16.22,1
Greater Grampians,373,Damp Forest/Riparian Scrub Complex,LC,10.84,10.84,1
Greater Grampians,378,Herb-rich Foothill Forest/Lowland Forest Complex,D,14.03,14.03,1
Greater Grampians,380,Herb-rich Foothill Forest/Sedgy Riparian Woodland Complex,D,12.76,12.76,1
Greater Grampians,381,Herb-rich Foothill Forest/Grassy Dry Forest Complex,D,7.1000000000000005,7.1000000000000005,1
Greater Grampians,387,Lowland Forest/Riparian Shrubland Complex,LC,4.8,4.8,1
Greater Grampians,396,Heathy Dry Forest/Sedgy Riparian Woodland Complex,LC,3.93,3.93,1
Greater Grampians,400,Hills Herb-rich Woodland/Shrubby Woodland Complex,LC,43.63,43.63,1
Greater Grampians,402,Hills Herb-rich Woodland/Heathy Dry Forest Complex,LC,3.85,3.85,1
Greater Grampians,407,Hills Herb-rich Woodland/Riparian Shrubland Complex,LC,3.67,3.67,1
Greater Grampians,408,Valley Grassy Forest/Herb-rich Foothill Forest Complex,V,8.89,8.89,1
Greater Grampians,411,Valley Grassy Forest/Damp Sands Herb-rich Woodland Complex,V,53.33,53.33,1
Greater Grampians,413,Valley Grassy Forest/Shrubby Woodland Complex,E,23.409999999999997,23.409999999999997,1
Greater Grampians,417,Damp Sands Herb-rich Woodland/Alluvial Terraces Herb-rich Woodland Complex,LC,7.29,7.29,1
Greater Grampians,422,Damp Sands Herb-rich Woodland/Sedgy Riparian Woodland Mosaic,LC,8.93,8.93,1
Greater Grampians,423,Damp Sands Herb-rich Woodland/Dry Creekline Woodland Complex,LC,7.62,7.62,1
Greater Grampians,426,Heathland Thicket/Sand Heathland Complex,LC,14.02,14.02,1
Greater Grampians,427,Heathland Thicket/Wet Heathland Complex,LC,10.36,10.36,1
Greater Grampians,431,Floodplain Thicket/Sedgy Riparian Woodland Complex,LC,5.32,5.32,1
Greater Grampians,434,Floodplain Thicket/Damp Heathland Complex,LC,11.59,11.59,1
Greater Grampians,443,Shrubby Woodland/Seasonally Inundated Shrubby Woodland Complex,LC,14.68,14.68,1
